libsizes,x_xmap_y_mean,x_xmap_y_sig,x_xmap_y_upper,x_xmap_y_lower,y_xmap_x_mean,y_xmap_x_sig,y_xmap_x_upper,y_xmap_x_lower,x,y
1500,0.6875367630801386,0,0.7121509711542784,0.6612342252611818,0.5520380049687942,0,0.584699263075216,0.5175900459593132,elev,tem
1600,0.6940731082456588,0,0.71825838208080794,0.6682126086995583,0.5624930537701047,0,0.5945911432796741,0.528604888761685,elev,tem
100,0.16295125797742457,2.688649303195234e-11,0.20953273534660294,0.11563182844349483,0.0751966315856814,0.0022254488825543817,0.12297879877795895,0.027066629772626118,elev,pre
200,0.253943686427411,0,0.29851585350844573,0.20826621056863542,0.14991458520718148,9.167364645179532e-10,0.1967204373481011,0.10242698149563173,elev,pre
300,0.29778939401065924,0,0.341118468379322,0.2531976148510172,0.21196498087995294,0,0.25756018669189246,0.1654279364328867,elev,pre
400,0.33214483554060636,0,0.374375967731398,0.2885386989064207,0.2620948374977178,0,0.3064493710542859,0.21660463483582668,elev,pre
500,0.35885443216365337,0,0.4001571186464464,0.3160969251999845,0.3028425070981614,0,0.34601690578257754,0.2583882447319242,elev,pre
600,0.38441657966834103,0,0.4247696374656501,0.3425389899322557,0.33918305269878224,0,0.38117587257475943,0.29579353357508426,elev,pre
700,0.41865157132286457,0,0.45763962472472663,0.3780566748464025,0.3688026739981385,0,0.409742872248755,0.326379722501619,elev,pre
800,0.4510300531896129,0,0.4886293773523376,0.4117586091524051,0.4023398545706781,0,0.44199156253690647,0.36111888413591686,elev,pre
900,0.4850294366715096,0,0.5210687180912952,0.4472637025706727,0.4338988527979249,0,0.4722447526457076,0.39391378790559445,elev,pre
1000,0.5202973353313998,0,0.5546087094238833,0.48421969072386295,0.4629593780074046,0,0.5000231820990647,0.4242026779881322,elev,pre
